Bat_specie,Plan_genus,Latitude,Longitude,Reference
Artibeus_lituratus,Ficus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Ficus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Mesophylla_macconnelli,Ficus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_jamaicensis,Ficus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_ludovici,Ficus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Platyrrhinus_vittatus,Ficus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Fuchsia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Passiflora,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Philodendron,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_glaucus,Piper,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_ludovici,Piper,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_bogotensis,Piper,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_lilium,Piper,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Piper,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_perspicillata,Piper,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Vampyressa_thyone,Piper,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_lituratus,Piper,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_glaucus,Psammisia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_jamaicensis,Psidium,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_ludovici,Psidium,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Psidium,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_lituratus,Psidium,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Saurauia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_phaeotis,Solanum,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_bogotensis,Solanum,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_lilium,Solanum,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Solanum,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_perspicillata,Solanum,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_lituratus,Solanum,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_glaucus,Solanum,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_ludovici,Solanum,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_jamaicensis,Solanum,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Sphaeradenia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_perspicillata,Vismia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Vismia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Xanthosoma,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Aechmea,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Carollia_brevicauda,Anthurium,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_jamaicensis,Cecropia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_watsoni,Cecropia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Sturnira_lilium,Cecropia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Platyrrhinus_helleri,Cecropia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_lituratus,Cecropia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Carollia_brevicauda,Cecropia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Uroderma_bilobatum,Cecropia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_phaeotis,Cecropia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Glossophaga_soricina,Cecropia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Carollia_perspicillata,Cecropia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Hylonycteris_underwoodi,Conostegia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Hylonycteris_underwoodi,Coussapoa,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Glossophaga_soricina,Coussapoa,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Vampyressa_thyone,Ficus,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Carollia_brevicauda,Ficus,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Glossophaga_soricina,Ficus,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Platyrrhinus_helleri,Ficus,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_jamaicensis,Ficus,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_lituratus,Ficus,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_phaeotis,Juanulloa,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Carollia_brevicauda,Juanulloa,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_lituratus,Manilkara,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_phaeotis,Muntingia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Glossophaga_soricina,Muntingia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Carollia_perspicillata,Muntingia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Sturnira_lilium,Physalis,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Platyrrhinus_helleri,Piper,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Sturnira_lilium,Piper,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Carollia_brevicauda,Piper,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Glossophaga_soricina,Piper,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_lituratus,Piper,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Uroderma_bilobatum,Piper,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_watsoni,Piper,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_phaeotis,Piper,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Vampyressa_thyone,Piper,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Carollia_perspicillata,Piper,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Carollia_brevicauda,Piperaceae,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Artibeus_jamaicensis,Poulsenia,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
Carollia_perspicillata,Senna,17.597,-92.45,"13. Castro-Luna, A. (2012) Seed dispersal by Phyllostomid bats in two contrasting vegetation types in a Mesoamerican reserve. Acta Chiropterologica, 14:133-142"
