Bat_specie,Plan_genus,Latitude,Longitude,Reference
Carollia_perspicillata,Ficus,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Sturnira_lilium,Ficus,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Carollia_perspicillata,Piper,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Sturnira_lilium,Piper,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Artibeus_lituratus,Solanum,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Carollia_perspicillata,Solanum,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Pygoderma_bilabiatum,Solanum,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Platyrrhinus_lineatus,Solanum,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Sturnira_lilium,Solanum,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Carollia_perspicillata,Wilbrandia,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Carollia_perspicillata,X,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Sturnira_lilium,X,-22.8152,-48.39,"10. Carvalho-Ricardo, M. (2014). Frugivory and the effects of ingestion by bats on the seed germination of three pioneering plants. Acta Oecologica, 55:51-57"
Carollia_brevicauda,Anthurium,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_oporaphilum,Anthurium,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_oporaphilum,Asplundia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_brevicauda,Asplundia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Platyrrhinus_dorsalis,Asplundia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_erythromos,Asplundia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Anoura_caudifer,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Anoura_cultrata,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_lilium,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_amplus,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Platyrrhinus_helleri,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_lituratus,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_erythromos,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_glaucus,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Vampyressa_thyone,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Enchisthenes_hartii,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Platyrrhinus_dorsalis,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_brevicauda,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Phyllostomus_hastatus,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Mesophylla_macconnelli,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Lonchophylla_robusta,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_perspicillata,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Platyrrhinus_vittatus,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_oporaphilum,Cecropia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_oporaphilum,Cestrum,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_lilium,Cestrum,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Uroderma_magnirostrum,Cestrum,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Glossophaga_soricina,Clidemia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Vampyressa_thyone,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_jamaicensis,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_brevicauda,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_amplus,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Lonchophylla_robusta,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Platyrrhinus_dorsalis,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_oporaphilum,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_glaucus,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Mesophylla_macconnelli,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Enchisthenes_hartii,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Uroderma_magnirostrum,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Platyrrhinus_helleri,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Platyrrhinus_vittatus,Ficus,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_glaucus,Lycianthes,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_brevicauda,Lycianthes,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_lilium,Lycianthes,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_erythromos,Lycianthes,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_oporaphilum,Lycianthes,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_glaucus,Monstera,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Mesophylla_macconnelli,Piper,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Chiroderma_salvini,Piper,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_erythromos,Piper,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Glossophaga_soricina,Piper,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_oporaphilum,Piper,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_glaucus,Piper,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_lituratus,Piper,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_brevicauda,Piper,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_perspicillata,Piper,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_lilium,Piper,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_perspicillata,Psammisia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_jamaicensis,Psammisia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_glaucus,Psammisia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Mesophylla_macconnelli,Psammisia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_brevicauda,Psammisia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Platyrrhinus_dorsalis,Psammisia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_amplus,Psammisia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_lilium,Psammisia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_brevicauda,Saurauia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_erythromos,Solanum,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_glaucus,Solanum,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_brevicauda,Solanum,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_lituratus,Solanum,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_lilium,Solanum,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_perspicillata,Solanum,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_oporaphilum,Solanum,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_oporaphilum,Sphaeradenia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Anoura_cultrata,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_jamaicensis,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Platyrrhinus_helleri,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_lituratus,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_amplus,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Vampyressa_thyone,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_erythromos,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_perspicillata,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Glossophaga_soricina,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_glaucus,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_oporaphilum,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Sturnira_lilium,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_brevicauda,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Mesophylla_macconnelli,Vismia,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Carollia_brevicauda,Xanthosoma,8.8666,-70.4833,"11. Castaño, J.H. (2009). Murciélagos frugivoros y plantas quiropterocoras: descubriendo la estructura de sus interacciones mutualistas en una selva semi-caducifola. Universidad de los Andes (Master dissertation)"
Artibeus_glaucus,Anthurium,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_perspicillata,Anthurium,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Anthurium,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_bogotensis,Anthurium,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_ludovici,Anthurium,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_lilium,Anthurium,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_glaucus,Cavendishia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Platyrrhinus_vittatus,Cecropia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Platyrrhinus_dorsalis,Cecropia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Cecropia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_glaucus,Cecropia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_jamaicensis,Cecropia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_ludovici,Cecropia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_lituratus,Cecropia,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Centropogon,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Columnea,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_lituratus,Cyclanthus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_phaeotis,Cyclanthus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Artibeus_glaucus,Cyclanthus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Sturnira_bogotensis,Cyclanthus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_brevicauda,Cyclanthus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Carollia_perspicillata,Cyclanthus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
Mesophylla_macconnelli,Cyclanthus,4.8798,-75.6276,"12. Castaño, J.H. (2018). Diet and trophic structure in assemblages of montane frugivorous phyllostomid bats. Acta Oecologica, 91:81-90"
